name,address,latitude,longitude,technicalPlatform,level,establishmentType,establishmentCode,services
CSR-D PUBLIC de YABRA,,6.8178465,-5.46200485,,CENTRE_SANTE,PUBLIQUE,0160,
CSR-DM PUBLIC de ZATTA,,6.882821,-5.406202,,CENTRE_SANTE,PUBLIQUE,1387,
CSU-DM PUBLIC de KOSSOU,,7.006049,-5.481683,,CENTRE_SANTE,PUBLIQUE,1378,
CHR PUBLIC de YAMOUSSOUKRO,,6.81748147,-5.27774402,,CHR,PUBLIQUE,1381,
CLINIQUE GRÂCE des LACS de YAMOUSSOUKRO,,6.816,-5.2667,,CLINIQUE_PRIVEE,PRIVE,9733,
CLINIQUE MEDICALE ENERGY de YAMOUSSOUKRO,,6.82,-5.2783,,CLINIQUE_PRIVEE,PRIVE,9732,
CLINIQUE St AUGUSTIN de YAMOUSSOUKRO,,6.8245,-5.2771,,CLINIQUE_PRIVEE,PRIVE,9736,
CLINIQUE St SAUVEUR de YAMOUSSOUKRO,,6.8203,-5.2735,,CLINIQUE_PRIVEE,PRIVE,9737,
CM PRIVE  KOUILAND de YAMOUSSOUKRO,,6.80585,-5.24963,,CENTRE_SANTE,PRIVE,9819,
CM PRIVE Emmanuelle de YAMOUSSOUKRO,,6.83843,-5.25542,,CENTRE_SANTE,PRIVE,9828,
CMS CONFESSIONNEL Notre Dame de l'Incarnation de SUIBIAKRO,,6.69887,-5.26513,,CENTRE_SANTE,CONFESSIONNEL,9824,
CMS CONFESSIONNEL St Famille de YAMOUSSOUKRO,,6.84708,-5.25678,,CENTRE_SANTE,CONFESSIONNEL,9830,
CMS PRIVE Alliance de YAMOUSSOUKRO,,6.78497,-5.27378,,CENTRE_SANTE,PRIVE,9831,
CMS PRIVE-ONG ASAPSU de YAMOUSSOUKRO,,6.808,-5.2469,,CENTRE_SANTE,PRIVE,9821,
CMS PRIVE-ONG RSB de YAMOUSSOUKRO,,6.8069,-5.2477,,CENTRE_SANTE,PRIVE,9816,
CMS PRIVE-ONG Walè de YAMOUSSOUKRO,,6.810503,-5.266533,,CENTRE_SANTE,PRIVE,9817,
CSR-D MILITAIRE de ZAMBAKRO,,6.73085345,-5.40724206,,CENTRE_SANTE,PUBLIQUE,2008,
CSR-D PUBLIC de AKPESSEKRO,,6.73339,-5.3065,,CENTRE_SANTE,PUBLIQUE,1374,
CSR-D PUBLIC de DUOKRO,,6.67028,-5.236311,,CENTRE_SANTE,PUBLIQUE,0713,
CSR-D PUBLIC de KROUKROUBO,,6.6175,-5.2921,,CENTRE_SANTE,PUBLIQUE,1922,
CSR-D PUBLIC de LOGBAKRO,,6.73930749,-5.20425875,,CENTRE_SANTE,PUBLIQUE,0802,
CSR-D PUBLIC de MAHOUNOU-AKOUE,,6.95385,-5.37693,,CENTRE_SANTE,PUBLIQUE,2661,
CSR-D PUBLIC de N'GATTAKRO (s,,6.8762,-5.3295,,CENTRE_SANTE,PUBLIQUE,2007,
CSR-D PUBLIC de SAHABO,,6.84839,-5.37759,,CENTRE_SANTE,PUBLIQUE,2006,
CSR-D PUBLIC de SEMAN,,6.89465,-5.29648,,CENTRE_SANTE,PUBLIQUE,0827,
CSR-DM PUBLIC d'ASSANOU de YAMOUSSOKRO,,6.8203,-5.27348,,CENTRE_SANTE,PUBLIQUE,9829,
CSR-DM PUBLIC de BONZI,,6.8335,-5.32046,,CENTRE_SANTE,PUBLIQUE,2004,
CSU-D PRIVE AIBEF de YAMOUSSOUKRO,,6.8104,-5.2692,,CENTRE_SANTE,PRIVE,1923,
CSU-D PRIVE Centre MIEGOU de YAMOUSSOUKRO,,6.81243,-5.27963,,CENTRE_SANTE,PRIVE,1772,
CSU-D PUBLIC DIOULAKRO de YAMOUSSOKRO,,6.812200001,-5.2711,,CENTRE_SANTE,PUBLIQUE,7132,
CSU-D PUBLIC Nzuéssy de YAMOUSSOUKRO,,6.823799999,-5.2624,,CENTRE_SANTE,PUBLIQUE,7131,
CSU-DM PUBLIC Morofè de YAMOUSSOKRO,,6.8934,-5.2922,,CENTRE_SANTE,PUBLIQUE,7133,
CSUS-CAT PUBLIC de YAMOUSSOUKRO,,6.79282154,-5.27734177,,CENTRE_SANTE,PUBLIQUE,9823,
CSUS-PMI PUBLIC de YAMOUSSOUKRO,,6.826827,-5.273761,,CENTRE_SANTE,PUBLIQUE,1382,
HÔPITAL CATHOLIQUE SAINT JOSEPH MOSCATI,,6.827,-5.2891,,CH,CONFESSIONNEL,9735,
HÔPITAL PSYCHIATRIQUE SAINT VINCENT DE PAUL DE YAMOUSSOUKRO,,6.7652,-5.2759,,CHS,CONFESSIONNEL,1924,
ICT 6ème LEGION GEND YAMOUSSOUKRO,,6.814941667,-5.269278333,,CENTRE_SANTE,PUBLIQUE,2561,
INFIMERIE PRIVEE SOS VILLAGE de YAMOUSSOUKRO,,6.81607,-5.28114,,CENTRE_SANTE,PRIVE,9825,
INF-PB CREMOS DE YAMOUSSOUKRO,,6.819711667,-5.245283333,,CENTRE_SANTE,PUBLIQUE,2590,
INF-LC PUBLIC CAFOP de YAMOUSSOUKRO,,6.8627,-5.2795,,CENTRE_SANTE,PUBLIQUE,2538,
INF-LC PUBLIC Lycée BAD de YAMOUSSOUKRO,,6.8489,-5.2793,,CENTRE_SANTE,PUBLIQUE,2005,
INF-LC PUBLIC Lycée Mami Adjoua de YAMOUSSOUKRO,,6.830600001,-5.2702,,CENTRE_SANTE,PUBLIQUE,2540,
INF-LC PUBLIC Lycée Scientifique de YAMOUSSOUKRO,,6.824995,-5.249443333,,CENTRE_SANTE,PUBLIQUE,0067,
INF-M PUBLIC Garde Republicaine de YAMOUSSOUKRO,,6.83014,-5.28389,,CENTRE_SANTE,PUBLIQUE,2342,
INF-M PUBLIC GSPM de YAMOUSSOUKRO,,6.788799999,-5.2416,,CENTRE_SANTE,PUBLIQUE,2343,
INF-PB DE L’ECOLE DES FORCES ARMEES DE ZAMBAKRO,,6.735099999,-5.3812,,CENTRE_SANTE,PUBLIQUE,2591,
INF-PV NOTRE DAME D’AFRIQUE de Yamoussoukro,,6.80357066,-5.27338467,,CENTRE_SANTE,PUBLIQUE,7126,
INF-PV CIE de KOSSOU,,6.809368333,-5.2833,,CENTRE_SANTE,PRIVE,8841,
INF-PV CIE de YAMOUSSOUKRO,,6.81270672,-5.26716601,,CENTRE_SANTE,PRIVE,1862,
INF-PV CSCT de YAMOUSSOUKRO,,6.806836667,-5.279928333,,CENTRE_SANTE,PRIVE,9860,
INHP-A PUBLIC de YAMOUSSOUKRO,,6.8268,-5.2887,,CLINIQUE_PRIVEE,PUBLIQUE,1583,
CSR-D de POLONOU (non fonctionel),,7.250751667,-4.954196667,,CENTRE_SANTE,PUBLIQUE,,
CSR-DM PUBLIC de KONANSUIKRO (non fonctionel),,7.459316667,-4.975865,,CENTRE_SANTE,PUBLIQUE,2786,
CSR-D de ASSIHUE (non fonctionel),,7.397076667,-4.824021667,,CENTRE_SANTE,PUBLIQUE,,
CSR-D PUBLIC de HOUMOINSOU (non fonctionel),,7.221035,-4.996781667,,CENTRE_SANTE,PUBLIQUE,,
INF-LC PUBLIC Lycée Moderne de TIEBISSOU (non fonctionel),,7.153061667,-5.229876667,,CENTRE_SANTE,PUBLIQUE,1997,
CSR-D PUBLIC de APANGOKRO (non fonctionel),,6.930173333,-5.019736667,,CENTRE_SANTE,PUBLIQUE,,
INF-LC PUBLIC Collège Moderne de TOUMODI (non fonctionel),,6.559435,-5.032781667,,CENTRE_SANTE,PUBLIQUE,2009,
CSJA  CONFESSIONNEL DIANRA-VILLAGE,,8.76453,-6.23808,,CENTRE_SANTE,CONFESSIONNEL,2196,
CSR-DM PUBLIC de BIELOU,,8.545468333,-6.203883333,,CENTRE_SANTE,PUBLIQUE,4449,
CSR-DM PUBLIC de FARABA,,8.6534,-6.2512,,CENTRE_SANTE,PUBLIQUE,1042,
CSR-DM PUBLIC de SONONZO,,8.63094,-6.12761,,CENTRE_SANTE,PUBLIQUE,2654,
CSU-DM PUBLIC de DIANRA-VILLAGE,,8.7698,-6.2494,,CENTRE_SANTE,PUBLIQUE,1045,
CSR-D PUBLIC de SIENKOUNON,,9.036,-6.462,,CENTRE_SANTE,PUBLIQUE,,
CSR-D PUBLIC de YERETIELLE,,9.118799999,-6.3634,,CENTRE_SANTE,PUBLIQUE,1043,
CSR-DM PUBLIC de OUAHIERE,,8.970890078,-6.455712067,,CENTRE_SANTE,PUBLIQUE,2377,
CSU-DM PUBLIC de DIANRA,,8.95797,-6.25764,,CENTRE_SANTE,PUBLIQUE,1040,
CSR-DM PUBLIC de GBEMA,,7.722899999,-6.0523,,CENTRE_SANTE,PUBLIQUE,9941,
CSR-DM PUBLIC de KOROKOPLA,,7.8814,-5.9687,,CENTRE_SANTE,PUBLIQUE,1319,
CSU-DM PUBLIC de KONGASSO,,7.8133622,-6.079421695,,CENTRE_SANTE,PUBLIQUE,2202,
CSR-D PUBLIC de AGBAHOU,,7.7424,-5.7778,,CENTRE_SANTE,PUBLIQUE,1251,
CSR-D PUBLIC de BAMBALOUMA,,7.8497,-5.9996,,CENTRE_SANTE,PUBLIQUE,0987,
CSR-D PUBLIC de KOUATTA,,7.8914,-5.8294,,CENTRE_SANTE,PUBLIQUE,6796,
CSR-D PUBLIC de LEASSO,,7.733,-5.922,,CENTRE_SANTE,PUBLIQUE,2229,
CSR-DM PUBLIC de SOUKOUROUGBAN,,7.84848,-5.93199,,CENTRE_SANTE,PUBLIQUE,1032,
CSR-DM PUBLIC de TRAFESSO,,7.75376,-5.87942,,CENTRE_SANTE,PUBLIQUE,2652,
CSU-DM PUBLIC de KOUNAHIRI,,7.787165316,-5.835390044,,CENTRE_SANTE,PUBLIQUE,1046,
CSUS-PMI PUBLIC de KOUNAHIRI,,7.784297322,-5.835880553,,CENTRE_SANTE,PUBLIQUE,9942,
CSR-D PUBLIC de FOUTOUNOU,,7.845,-5.764,,CENTRE_SANTE,PUBLIQUE,2198,
CSR-D PUBLIC de DAWARA,,8.29377,-6.06666,,CENTRE_SANTE,PUBLIQUE,2197,
CSR-D PUBLIC de KOBADALLAH,,8.0648,-6.1915,,CENTRE_SANTE,PUBLIQUE,2199,
CSR-D PUBLIC de KOUASSIDOUGOU,,8.065099999,-6.1917,,CENTRE_SANTE,PUBLIQUE,2200,
CSR-D PUBLIC de TOUBALO,,8.0647,-6.1915,,CENTRE_SANTE,PUBLIQUE,2650,
CSR-DM PUBLIC de BOAYAOKRO,,8.07104,-6.19356,,CENTRE_SANTE,PUBLIQUE,0637,
CSR-DM PUBLIC de DANTOGO,,7.81073,-6.22938,,CENTRE_SANTE,PUBLIQUE,0047,
CSR-DM PUBLIC de FIZANLOUMA,,8.03792,-6.07835,,CENTRE_SANTE,PUBLIQUE,0872,
CSR-DM PUBLIC de OUSSOUGOULA,,8.0324,-6.18023,,CENTRE_SANTE,PUBLIQUE,2203,
CSR-DM PUBLIC de TOMONO-SAMOROSSO,,8.32477,-6.10022,,CENTRE_SANTE,PUBLIQUE,0081,
CSUS-SSSU PUBLIC de MANKONO,,8.061400107,-6.189375585,,CENTRE_SANTE,PUBLIQUE,9940,
HG PUBLIC de MANKONO,,8.066933253,-6.190923806,,CH,PUBLIQUE,1047,
CSR-D CONFESSIONNEL ND CONSOLATA de MARANDALLAH,,8.4441,-5.9206,,CENTRE_SANTE,CONFESSIONNEL,7230,
CSR-D PUBLIC de NIANKABI,,8.3396,-5.966476667,,CENTRE_SANTE,PUBLIQUE,9128,
CSR-DM PUBLIC de DANDOUGOU,,8.385,-5.9021,,CENTRE_SANTE,PUBLIQUE,1053,
CSR-DM PUBLIC de KPESSO,,8.4109,-5.8834,,CENTRE_SANTE,PUBLIQUE,4446,
CSU-DM  PUBLIC de MARANDALLAH,,8.43991,-5.91378,,CENTRE_SANTE,PUBLIQUE,0090,
ONG BOBOSSO TIENIGBOUE,,8.449114719,-5.786419278,,CENTRE_SANTE,PRIVE,2204,
CSR-D PUBLIC de SIRHIO,,8.400900001,-6.0452,,CENTRE_SANTE,PUBLIQUE,0722,
CSU-DM PUBLIC de SARHALA,,8.42571,-6.17153,,CENTRE_SANTE,PUBLIQUE,1049,
ONG TAMAGA DE BIELOU,,8.542253673,-6.200746726,,CENTRE_SANTE,PRIVE,2206,
CSR-DM PUBLIC de DIALAKORO,,8.193600001,-5.8454,,CENTRE_SANTE,PUBLIQUE,2653,
CSR-DM PUBLIC de NINANKIRI,,8.17497,-5.79556,,CENTRE_SANTE,PUBLIQUE,0767,
CSR-DM PUBLIC de OUEDALLAH,,8.176200001,-5.7897,,CENTRE_SANTE,PUBLIQUE,0876,
CSU-DM PUBLIC de TIENINGBOUE,,8.17449,-5.7234,,CENTRE_SANTE,PUBLIQUE,1055,
INF-LC PUBLIC Lycée Moderne BAD de TIENINGBOUE,,8.187199943,-5.712968996,,CENTRE_SANTE,PUBLIQUE,8086,
CSR-D PUBLIC de LIGBISSO,,8.131,-5.654,,CENTRE_SANTE,PUBLIQUE,,
CSR-DM PUBLIC de KAMORO,,8.3051,-5.728,,CENTRE_SANTE,PUBLIQUE,1778,
CSR-DM PUBLIC de NAKARA,,8.259099999,-5.6348,,CENTRE_SANTE,PUBLIQUE,2201,
CSU-DM PUBLIC de BOUANDOUGOU,,8.2148,-5.6703,,CENTRE_SANTE,PUBLIQUE,1051,
CSR-DM PUBLIC de BOUKO,,9.47948,-3.16998,,CENTRE_SANTE,PUBLIQUE,1601,
CSR-DM PUBLIC de PANZARANI,,9.42196,-3.10528,,CENTRE_SANTE,PUBLIQUE,1511,
CSR-D PUBLIC de KALTOUDOUO,,8.77333,-3.00749,,CENTRE_SANTE,PUBLIQUE,0890,
CSR-D PUBLIC de YOUNDOUO,,8.83765,-2.95059,,CENTRE_SANTE,PUBLIQUE,2609,
CSR-D PUBLIC de KINTA,,8.865599999,-2.7869,,CENTRE_SANTE,PUBLIQUE,1978,
CSR-D PUBLIC de LEOMIDOUO,,9.036,-2.905,,CENTRE_SANTE,PUBLIQUE,0842,
CSR-D PUBLIC de PIAYE,,8.907500001,-2.7267,,CENTRE_SANTE,PUBLIQUE,7786,
CSR-D PUBLIC de SEPIDOUO,,8.98217,-3.11724,,CENTRE_SANTE,PUBLIQUE,0865,
CSR-D PUBLIC de SYALEDOUO,,9.04252,-3.00384,,CENTRE_SANTE,PUBLIQUE,4700,
CSR-DM PUBLIC de ONDEFIDOUO,,9.04259,-3.08231,,CENTRE_SANTE,PUBLIQUE,1603,
CSR-D PUBLIC de BANIA,,9.019925,-3.174045,,CENTRE_SANTE,PUBLIQUE,2664,
CSR-D PUBLIC de DAPIDOUO,,9.364401667,-3.008956667,,CENTRE_SANTE,PUBLIQUE,2499,
CSR-D PUBLIC de KOFLANDE,,9.1,-3.1519,,CENTRE_SANTE,PUBLIQUE,2497,
CSR-D PUBLIC de KOKPINGUE,,8.93904,-3.18512,,CENTRE_SANTE,PUBLIQUE,1180,
CSR-D PUBLIC de MASSITEON,,9.295406667,-2.797083333,,CENTRE_SANTE,PUBLIQUE,2665,
CSR-D PUBLIC de NIANDEGUE,,9.26131,-2.89691,,CENTRE_SANTE,PUBLIQUE,1544,
CSR-D PUBLIC de POUAN,,9.40038,-2.93589,,CENTRE_SANTE,PUBLIQUE,1990,
CSR-D PUBLIC de SANGUINARI,,8.828500001,-3.1789,,CENTRE_SANTE,PUBLIQUE,2496,
CSR-D PUBLIC de SOTITEDOUO,,9.32075,-3.1559,,CENTRE_SANTE,PUBLIQUE,0853,
CSR-D PUBLIC de VARGBO I,,9.40821,-2.83113,,CENTRE_SANTE,PUBLIQUE,1992,
CSR-D PUBLIC de VONKORO,,9.17041,-2.74328,,CENTRE_SANTE,PUBLIQUE,2003,
CSR-D PUBLIC de YOLONGO,,9.297066667,-3.095021667,,CENTRE_SANTE,PUBLIQUE,2500,
CSR-D PUBLIC de YOUTOURDOUO,,9.3978,-2.9688,,CENTRE_SANTE,PUBLIQUE,2012,
CSR-M PUBLIC de VARGBO II,,9.4111,-2.8261,,CENTRE_SANTE,PUBLIQUE,2021,
CSU-D PUBLIC DE BOUNA,,9.2777,-2.9987,,CENTRE_SANTE,PUBLIQUE,2023,
CSUS-PMI PUBLIC de BOUNA,,9.2697,-3.0005,,CENTRE_SANTE,PUBLIQUE,1100,
CSUS-SSSU PUBLIC de BOUNA,,9.267200001,-2.998,,CENTRE_SANTE,PUBLIQUE,0586,
HG PUBLIC de BOUNA,,9.266678333,-2.997846667,,CH,PUBLIQUE,0584,
INF-P PUBLIC Prison Civil MAC de BOUNA,,9.266925,-2.999116667,,CENTRE_SANTE,PUBLIQUE,2356,
CSR-D PUBLIC de GNANDOTINKOYE,,9.738401667,-3.42918,,CENTRE_SANTE,PUBLIQUE,1971,
CSR-D PUBLIC de KOUNZIE,,9.46899,-3.39614,,CENTRE_SANTE,PUBLIQUE,0591,
CSR-DM PUBLIC de NIAMOIN,,9.61358,-3.44132,,CENTRE_SANTE,PUBLIQUE,0316,
CSR-M PUBLIC de SAYE,,9.45415,-3.34413,,CENTRE_SANTE,PUBLIQUE,1268,
CSR-DM PUBLIC de DANOA,,9.68396,-3.07615,,CENTRE_SANTE,PUBLIQUE,0590,
CSR-DM PUBLIC de KALAMON,,9.81937,-3.16171,,CENTRE_SANTE,PUBLIQUE,0595,
CMS ONG Les Flamboyants de DOROPO,,9.8093,-3.338,,CENTRE_SANTE,PRIVE,0928,
CSR-D PUBLIC de ANGAYE,,9.58761,-3.284625,,CENTRE_SANTE,PUBLIQUE,1130,
CSR-D PUBLIC de DOGBE,,9.72144,-3.332153333,,CENTRE_SANTE,PUBLIQUE,1960,
CSR-D PUBLIC de LANKIO,,9.87191,-3.41335,,CENTRE_SANTE,PUBLIQUE,1989,
CSR-D PUBLIC de LATROUGO,,9.577193333,-3.246568333,,CENTRE_SANTE,PUBLIQUE,2498,
CSR-DM PUBLIC de VARALE,,9.657181667,-3.279646667,,CENTRE_SANTE,PUBLIQUE,1602,
CSU-DM PUBLIC de DOROPO,,9.809498333,-3.337176667,,CENTRE_SANTE,PUBLIQUE,0594,
HG CONFESSIONNEL BAPTISTE LIBRE de DOROPO,,9.81686,-3.346338333,,CH,CONFESSIONNEL,4267,
CSR-D PUBLIC de BANVAYO,,8.6304,-3.7288,,CENTRE_SANTE,PUBLIQUE,0549,
CSR-DM PUBLIC de KAKPIN,,8.653188333,-3.782601667,,CENTRE_SANTE,PUBLIQUE,0596,
CSR-D PUBLIC de SIRIKI-BANGO,,8.357666667,-3.719386667,,CENTRE_SANTE,PUBLIQUE,2830,
CSU-DM PUBLIC de SOMINASSE,,8.3771,-3.75397,,CENTRE_SANTE,PUBLIQUE,0603,
CSR-D PUBLIC de DEPINGO,,8.552300001,-3.5733,,CENTRE_SANTE,PUBLIQUE,0550,
CSR-D PUBLIC de TALAHINI,,8.39637,-3.56498,,CENTRE_SANTE,PUBLIQUE,2611,
CSR-DM PUBLIC de PARHADI,,8.4588,-3.53317,,CENTRE_SANTE,PUBLIQUE,0601,
CSR-DM PUBLIC de TOUNGBO YAGA,,8.5414,-3.4414,,CENTRE_SANTE,PUBLIQUE,2025,
HG PUBLIC de NASSIAN,,8.4541,-3.4708,,CH,PUBLIQUE,0599,
CSR-D PUBLIC de BOGOFA,,8.615,-3.1588,,CENTRE_SANTE,PUBLIQUE,7291,
CSR-DM PUBLIC de LAMBIRA,,8.59358,-3.37776,,CENTRE_SANTE,PUBLIQUE,0635,
CSU-DM PUBLIC de KOUTOUBA,,8.694867134,-3.194306612,,CENTRE_SANTE,PUBLIQUE,7290,
CSR-DM PUBLIC de BAVE,,9.57661,-4.14646,,CENTRE_SANTE,PUBLIQUE,1009,
CSU-DM PUBLIC de TOUGBO,,9.76127,-4.1379,,CENTRE_SANTE,PUBLIQUE,0606,
CSR-D PUBLIC de KOUEBONOU,,9.59255,-3.52565,,CENTRE_SANTE,PUBLIQUE,1979,
CSU-DM PUBLIC de TEHINI,,9.60538,-3.65389,,CENTRE_SANTE,PUBLIQUE,0604,
CSR-D PUBLIC de GOGO,,9.76563,-3.5214,,CENTRE_SANTE,PUBLIQUE,1604,
CSR-D PUBLIC de PETIT GUIGLO(dist. BLOLEQUIN),,6.354396667,-8.218323333,,CENTRE_SANTE,PUBLIQUE,2284,
CSR-D PUBLIC de TINHOU,,6.44065,-8.16262,,CENTRE_SANTE,PUBLIQUE,1740,
CSR-DM PUBLIC de GUIBOBLY,,6.615173333,-8.211858333,,CENTRE_SANTE,PUBLIQUE,2282,
CSU-DM PUBLIC de DOKE,,6.58863,-8.1094,,CENTRE_SANTE,PUBLIQUE,1739,
CSR-DM PUBLIC de DIBOKE,,6.44347,-8.11471,,CENTRE_SANTE,PUBLIQUE,0651,
CSR-D PUBLIC de DANDROU,,6.53759,-7.91001,,CENTRE_SANTE,PUBLIQUE,0018,
CSU-D PUBLIC de ZEAGLO,,6.552845,-7.83572,,CENTRE_SANTE,PUBLIQUE,0894,
CDT-DS PUBLIC de BLOLEQUIN,,6.56841,-8.004196667,,CENTRE_SANTE,PUBLIQUE,0636,
CSR-D PUBLIC de CHANTIER COLONEL,,6.750299999,-7.9577,,CENTRE_SANTE,PUBLIQUE,0017,
CSR-M PUBLIC de BLEDI DIEYA,,6.58749,-8.06645,,CENTRE_SANTE,PUBLIQUE,0044,
HG PUBLIC de BLOLEQUIN,,6.568413333,-8.004316667,,CH,PUBLIQUE,0892,
CENTRE D'IMAGERIE MEDICALE - UNITE ECHOGRAPHIQUE DE BLOLEQUIN,,6.569796667,-7.996456667,,CENTRE_SANTE,PRIVE,,
LAFED-ONG,,6.569,-8.009,,CENTRE_SANTE,PRIVE,,
CSR-DM PUBLIC de BEDI-GOAZON,,6.56332,-7.77903,,CENTRE_SANTE,PUBLIQUE,1546,
CSR-D PUBLIC de BEOUA,,6.554336667,-7.644685,,CENTRE_SANTE,PUBLIQUE,2596,
CSR-DM PUBLIC de GUINKIN,,6.566299999,-7.7204,,CENTRE_SANTE,PUBLIQUE,0579,
CENTRE MEDICO-SOCIAL CEEDEB,,6.537433147,-7.502973556,,CENTRE_SANTE,PRIVE,2587,
CHR PUBLIC de GUIGLO,,6.544555,-7.481725,,CHR,PUBLIQUE,0895,
CLINIQUE HAPPINESS CI DE GUIGLO,,6.542688333,-7.509395,,CLINIQUE_PRIVEE,PRIVE,0096,
CLINIQUE MEDICALE AMOUGNAN de GUIGLO,,6.550741667,-7.492835,,CLINIQUE_PRIVEE,PRIVE,,
CLINIQUE MÉDICALE DU CAVALLY DE GUIGLO,,6.544199999,-7.5153,,CLINIQUE_PRIVEE,PRIVE,2747,
CLINIQUE MEDICALE SAINT JOSEPH DE GUIGLO,,6.544771667,-7.487053333,,CLINIQUE_PRIVEE,PRIVE,,
CLINIQUE MEDICO-CHIRURGICALE de GUIGLO,,6.551116667,-7.490698333,,CLINIQUE_PRIVEE,PRIVE,,
CLINIQUE SAINTE BERNADÉE DE GUIGLO,,6.542300001,-7.4992,,CLINIQUE_PRIVEE,PRIVE,2335,
CSR-D PUBLIC de KRIDY,,6.3378,-7.5212,,CENTRE_SANTE,PUBLIQUE,2237,
CSR-D PUBLIC de MONA 1 ET 2,,6.54014,-7.5408,,CENTRE_SANTE,PUBLIQUE,0899,
CSR-D PUBLIC de PETIT-GUIGLO,,6.43876,-7.55789,,CENTRE_SANTE,PUBLIQUE,0583,
CSR-DM PRIVE COMPAGNIE HEVEICOLE DE ZAGNE,,6.54305,-7.51305,,CENTRE_SANTE,PRIVE,2731,
CSR-DM PUBLIC de ZOUAN,,6.54284,-7.59323,,CENTRE_SANTE,PUBLIQUE,0967,
CSR-DM PUBLIC de ZRO,,6.304375,-7.510826667,,CENTRE_SANTE,PUBLIQUE,1743,
CSU-DM PRIVE CLINIQUE ESPERANCE DE GUIGLO,,6.540100001,-7.5045,,CENTRE_SANTE,PRIVE,6802,
CSUS-CAT PUBLIC de GUIGLO,,6.536998333,-7.502633333,,CENTRE_SANTE,PUBLIQUE,2040,
CSUS-PMI PUBLIC de GUIGLO,,6.537155,-7.502443333,,CENTRE_SANTE,PUBLIQUE,1534,
CSUS-SSSU-SAJ PUBLIC de GUIGLO,,6.544500001,-7.4839,,CENTRE_SANTE,PUBLIQUE,0896,
DDS PUBLIC de GUIGLO,,6.536699999,-7.5031,,CENTRE_SANTE,PUBLIQUE,,
INFIRMERIE PRIVEE MODERNE de GUIGLO,,6.546996667,-7.494106667,,CENTRE_SANTE,PRIVE,,
INFIRMERIE SEA YORO,,6.550695,-7.497956667,,CENTRE_SANTE,PRIVE,,
INF-PV Corps de Troupe de GUIGLO,,6.539346667,-7.501485,,CENTRE_SANTE,PUBLIQUE,2334,
INF-PV SAINTE GEORGETTE de GUIGLO,,6.541535,-7.48519,,CENTRE_SANTE,PRIVE,,
ONG SANTE COMPASSION de GUIGLO,,6.553175,-7.495985,,CENTRE_SANTE,PRIVE,,
CSR-D PUBLIC de BEABLO,,6.386436667,-7.33907,,CENTRE_SANTE,PUBLIQUE,2236,
CSR-D PUBLIC de BEHEBOU V15,,6.31318,-7.42367,,CENTRE_SANTE,PUBLIQUE,2742,
CSR-DM PUBLIC de NIZAHON V16,,6.35647,-7.41454,,CENTRE_SANTE,PUBLIQUE,0900,
CSR-D PUBLIC de SAKRE,,5.8706,-7.4557,,CENTRE_SANTE,PUBLIQUE,0126,
CSR-D PUBLIC de TIEOULE-OULA,,5.8706,-7.4557,,CENTRE_SANTE,PUBLIQUE,0589,
CSU-DM PUBLIC de TAI,,5.86955,-7.45976,,CENTRE_SANTE,PUBLIQUE,0901,
CSR-D PUBLIC de AMOINKRO,,6.128900001,-7.1291,,CENTRE_SANTE,PUBLIQUE,2257,
CSR-DM PUBLIC de DJIDOUBAYE,,6.092941667,-7.492711667,,CENTRE_SANTE,PUBLIQUE,2238,
CSR-DM PUBLIC de KEIBLY,,5.993899999,-7.4698,,CENTRE_SANTE,PUBLIQUE,7170,
CSU-D SŒURS MARIE CONSOLATRICE DE ZAGNE,,6.2138,-7.4868,,CENTRE_SANTE,CONFESSIONNEL,0994,
CSU-DM PUBLIC de ZAGNE,,6.213665,-7.487018333,,CENTRE_SANTE,PUBLIQUE,0903,
CSR-D PUBLIC PEKANHOUEBLY de TOULEUPLEU,,6.478268333,-8.473481667,,CENTRE_SANTE,PUBLIQUE,9957,
CSU-DM PUBLIC de BAKOUBLY,,6.5305,-8.5002,,CENTRE_SANTE,PUBLIQUE,2677,
CSU-DM PUBLIC de TIOBLY,,6.5305,-8.5002,,CENTRE_SANTE,PUBLIQUE,0906,
CSR-DM PUBLIC DE BOHOBLY,,6.471000001,-8.3671,,CENTRE_SANTE,PUBLIQUE,1721,
CSR-DM PUBLIC DE PAHOUBLY,,6.397399999,-8.3763,,CENTRE_SANTE,PUBLIQUE,1713,
CSU-DM PUBLIC de MEO,,6.521500001,-8.2956,,CENTRE_SANTE,PUBLIQUE,0479,
CSR-D PUBLIC de DIAIBLY,,6.594599999,-8.2437,,CENTRE_SANTE,PUBLIQUE,1723,
CSR-D PUBLIC DE DENAN,,6.535286667,-8.275855,,CENTRE_SANTE,PUBLIQUE,2336,
CSU-DM PUBLIC de PEHE,,6.564200001,-8.305,,CENTRE_SANTE,PUBLIQUE,0905,
CSR-D PUBLIC de KOARHO,,6.649961667,-8.424811667,,CENTRE_SANTE,PUBLIQUE,1712,
CSR-DM PUBLIC de SAHIBLY,,6.5803,-8.3358,,CENTRE_SANTE,PUBLIQUE,2678,
CSR-DM PUBLIC de ZIOMBLY,,6.54914,-8.372388333,,CENTRE_SANTE,PUBLIQUE,2047,
CSUS-SSSU SAJ PUBLIC de TOULEPLEU,,6.588195,-8.403886667,,CENTRE_SANTE,PUBLIQUE,1711,
